STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,2,24.8,6.7,7.8,215,2.5,0.83,2,51,2011
2713,"VASHISTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL AT KHERDI, RATNAGIRI. ",2,26.2,6.7,7.8,204,2.5,0.77,2,68,2011
2714,VASHISTI AT U/S OF POPHALI NR KONPHANSAWANE BRIDGE,2,25.3,6.9,7.7,205,2.2,0.93,2,55,2011
1342,ACHENKOIL AT THUMPAMON,3,26.6,7.1,6.9,72,0.5,0.25,278,641,2011
1443,ACHENKOIL AT CHENNITHULA,3,26.8,6.6,6.9,70,0.9,0.49,223,495,2011
2297,R ANCHARAKANDY AT MERUVAMBA,3,26.6,6.9,7.1,52,0.8,0.18,46,520,2011
2319,R ANCHARAKANDY AT MERUVAMBA,3,26.8,7.2,7,830,0.8,0.16,94,654,2011
2286,R AYROOR AT AYROOR BRIDGE,3,29.3,6.3,6.9,95,1.3,0.99,750,1325,2011
2331,R BHARATHAPUZHA AT KUTTIPPURAM,3,25.4,7.2,7.4,164,0.9,0.46,1325,2225,2011
2332,R BHARATHAPUZHA AT PATTAMBI,3,25.5,6.9,7.5,231,0.8,0.55,1000,1725,2011
1154,CHALAKUDY AT PULICKALKANANDAVU,3,26.6,6.5,6.9,101,1.3,0.47,468,1127,2011
20,"CHALIYAR AT KOOLIMADU, 3",3,24.7,7.1,7.1,64,0.6,0.4,283,646,2011
21,CHALIYAR AT CHUNGAPALLY,3,24.8,7.1,7.1,4600,0.6,0.35,229,538,2011
1572,CHANDRAGIRI AT PADIYATHADKA,3,28,7.5,7.2,52,0.6,0.15,285,900,2011
1573,CHITTHRAPUZHA AT IRUMPANAM,3,27.4,2,6.8,265,2.4,2.3,1525,5425,2011
2295,R CORAPUZHA AT KANAYANKODE,3,26,5.6,7,12769,1.2,0.41,725,1650,2011
1564,"ITHIKKARA AT AYUR, 3",3,27.4,7.1,7,90,0.6,0.64,338,625,2011
2287,R ITHIKKARA AT ITHIKKARA,3,26.5,6.1,7,248,0.8,0.66,500,1150,2011
1566,KADALUNDY AT THIRURANGADY,3,28.4,6,7,94,1.1,0.13,183,370,2011
2293,R KADALUNDI AT HAJIRAPPALLY,3,28.8,6.5,7.5,76,0.8,0.08,275,585,2011
2337,R KADAMBAYAR AT BRAHMAPURAM,3,26.7,1.5,6.6,192,3.6,0.92,881,2978,2011
2338,R KADAMBAYAR AT MANCKAKADAVU,3,26.4,2,6.8,79,2.4,0.2,456,1275,2011
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR, 3",3,26.5,7.2,7.1,52,0.6,0.15,298,687,2011
2294,R KALLAI AT KALLAI BRIDGE,3,25.5,4,7.5,25964,1.1,0.76,945,1588,2011
1571,KARINGODE AT KAKKADAVU,3,28,7.2,7.3,54,0.9,0.25,330,610,2011
1155,KARAMANA AT MOONNATTUMUKKU,3,28,0.8,7.1,1239,11.9,1.87,4250,11000,2011
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,3,27.9,6.4,6.5,58,1.3,0.34,255,960,2011
2301,R KAVVAI AT KUTTIYOL PALAM,3,28.1,6.3,6.8,77,1.2,0.16,73,208,2011
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,3,28.6,5.4,6.6,80,1.6,0.27,335,775,2011
2326,R KORAYAR AT KANJIKODE,3,25.3,5.8,7.8,666,1,0.24,993,1650,2011
1569,R KUPPAM AT THALIPARAMBA,3,28.3,6.6,7.2,12768,1.1,0.13,88,1412,2011
2298,R KUPPAM AT RAYAROM,3,26.1,7.7,7.2,44,1,0.28,29,148,2011
1567,R KUTTIYADY AT  KUTTIYADY ESTATE,3,24.3,7.1,7,27,0.4,0.11,73,218,2011
1568,"R MAHE AT VALAYAM, 3",3,26,7.3,7.2,59,0.6,0.19,160,465,2011
2285,R MAMOM AT MAMOM BRIDGE,3,28.5,7.8,7.1,119,0.7,0.87,875,1725,2011
1340,"MANIMALA  AT KALLOOPARA,",3,26.6,7.3,7.1,54,1.3,0.41,415,913,2011
1384,"MANIMALA AT THONDRA, 3",3,26.8,7,6.6,104,1.5,0.49,500,1000,2011
2307,R MANJESWAR AT BAJRAKKARA BR.,3,28,6,7.2,92,0.7,0.38,765,1390,2011
1339,"MEENACHIL AT KIDANGOOR, 3",3,26.2,6.8,6.6,48,0.5,0.44,1225,2025,2011
2304,R MOGRAL AT MOGRAL BR.,3,28.5,5.6,7.1,20455,0.6,0.58,433,675,2011
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, 3",3,26.5,7,7,56,1.1,0.43,768,1725,2011
2302,R NEELASWARAM AT NAMBIARKAL DAM,3,29.3,6.7,6.9,2531,0.5,0.22,308,465,2011
1570,R NEELASWARAM AT HOSDURG,3,29.3,6.2,7.2,15362,0.8,0.39,830,1303,2011
1563,"R NEYYAR AT AMARAVILA, 3",3,27,7.3,7.2,62,0.8,0.95,525,985,2011
2284,R NEYYAR AT ARUVIPURAM,3,27.3,7.6,7.2,59,0.6,0.65,463,1163,2011
2288,R PALLICKAL AT NELLIMUKAL,3,27.9,6.4,6.8,83,0.5,0.42,175,575,2011
1156,"PAMBA AT CHENGANNUR, 3",3,27.8,7,6.6,50,0.6,0.75,295,578,2011
1341,"PAMBA AT THAKAZHY, 3",3,27.8,6.7,6.8,76,1.2,1.21,310,625,2011
1565,"PAMBA DOWN, 3",3,28.3,6.7,6.6,64,0.9,1.35,428,838,2011
17,PERIYAR NEAR ALWAYENANELOOR,3,27.5,5.6,6.9,943,1.5,0.4,655,1925,2011
18,"PERIYAR AT KALADY, 3",3,26.3,7.4,7,38,0.9,0.26,386,1196,2011
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, 3",3,27,6.7,6.9,43,1,0.3,1043,2750,2011
2333,RIVER PERIYAR AT MUPPATHADAM,3,27.4,7.1,7.3,48,1.5,0.36,595,1775,2011
2334,RIVER PERIYAR AT PATHALAM,3,27,6.2,6.8,309,1.6,0.39,1129,2725,2011
2335,R PERIYAR AT KALAMASSERY,3,27.4,5.2,6.8,61,1.8,0.33,1123,2650,2011
2336,R PERIYAR AT PURAPPALLIKAVU,3,27.3,6.8,6.9,995,1.1,0.24,349,1258,2011
2300,R PERUVAMBA AT CHANDAPPURA,3,27,6.8,6.9,52,0.9,0.45,39,198,2011
2303,R PULLUR AT PULLUR BR.,3,27.8,6.2,6.6,44,0.7,0.21,715,1630,2011
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,3,28.4,4.5,6.5,77,1.1,0.34,400,2675,2011
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,3,28.8,4,7,19279,0.9,0.03,98,233,2011
2305,R SHRIYA AT ANGADIMOGARU,3,28.8,7,7.4,69,1,0.12,230,660,2011
2296,R THALLASSERY AT PATHIPPALAM,3,25.9,6.5,6.8,58,0.5,0.24,303,1026,2011
2292,R THIRUR AT THALAKKADATHUR BRIDGE,3,28,4.6,6.9,98,0.6,0.11,168,348,2011
2306,R UPPALA AT  UPPALA BR.,3,28.5,6.6,7.3,12327,0.6,0.71,1326,2210,2011
1442,"VAMANAPURAM, 3",3,28.8,7.1,7,51,1,0.78,750,1700,2011
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",4,27.6,6.2,7.5,371,1.1,1.62,3,528,2011
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",4,27.6,6.2,7.7,316,1.3,2.41,3,312,2011
1444,"KALI AT D/S WEST COAST PAPER MILL, 5",5,28.3,7.3,7.1,241,2.9,1.17,100,185,2011
2780,"KALI AT U/S OF WCPM, DANDELI, 5",5,27.5,7.7,7.4,121,1.4,0.64,378,1255,2011
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,5,30.5,6.5,7.3,64,1,2.6,236,420,2011
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,5,29.5,6.9,7.4,57,1,1.28,46,409,2011
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",18,22.3,7.5,8,211,1.9,0.39,3005,6858,2011
2424,"BUDHABALANGA, D/S OF BARIPADA TOWN",18,22.3,7.2,8,263,3.7,0.63,6625,14725,2011
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",18,25,7,7.6,111,1.6,0.67,1081,2743,2011
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",18,25.9,7.5,7.9,205,1.5,1,1615,3542,2011
1642,"NAGAVALLI AT JAYKAYPUR D/S, 18",18,25.9,7.1,7.7,283,2.3,1.73,2882,6692,2011
1643,"NAGAVALLI AT RAYAGADA D/S, 18",18,24.8,7.4,8,263,1.7,0.65,3113,6617,2011
1455,"RUSHIKULYA AT GANJAM U/S, 18",18,27.5,8.1,8,300,2.3,0.45,2272,4569,2011
1456,"RUSHIKULYA AT GANJAM D/S, 18",18,28,7.8,8,13103,2.1,0.59,277,739,2011
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),18,25,7.4,8,207,1.5,0.53,1356,2872,2011
2427,VANSADHARA AT GUNUPUR (INTERSTATE BOUNDRY),18,25.8,7.2,8,198,1.4,0.57,677,1850,2011
1685,"ARASALAR RIVER KARAIKAL REGION, 7",7,26.8,6.5,8.1,729,1,0.65,NAN,NAN,2011
2444,CORINGA RIVER,7,31,3,8.1,1086,NAN,0.1,NAN,NAN,2011
2442,GAUTAMINANGODAVARI RIVER,7,32,6.9,8.2,10910,NAN,0.02,NAN,NAN,2011
2443,GAUTAMINANGODAVARI RIVER,7,31,6,8,17990,NAN,0.07,NAN,NAN,2011
2445,MAHE RIVER,7,28,4.8,7.7,48500,NAN,0.34,NAN,NAN,2011
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, 8",8,28.4,6.3,7.6,830,1.8,0.24,738,2020,2011
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,8",8,24,7.4,7.6,104,1.2,0.09,NAN,NAN,2011
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,9,NAN,6.9,7.8,440,3.4,1.21,NAN,NAN,2011
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), 10",10,24.8,5.8,7.2,732,8.5,3.83,1089,4838,2011
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),10",10,24,5.6,7.4,1322,15.3,15,16750,41500,2011
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,10",10,25,5.4,7.3,809,10,4.2,4278,8975,2011
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), 10",10,23.3,5.7,7.3,1103,14.3,13.75,20250,52500,2011
1698,GHAGGAR AT D/S CHHATBIR,10,25.8,5.7,7.5,906,24,14.18,7863,17625,2011
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, 10",10,25.8,3.5,7.4,1064,20,13.2,8000,14500,2011
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, 10",10,25.8,3.2,7.6,1197,27.3,19.2,20250,40250,2011
1701,GHAGGAR AT D/S JHARMAL NADI,10,26,4.7,7.3,1383,32.8,16.4,14388,42875,2011
1702,GHAGGAR AT U/S JHARMAL NADI,10,26,4.8,7.4,1063,16,5.03,3138,8025,2011
1703,"GHAGGAR AT MOONAK, 10",10,24.4,5.3,7.5,1532,18.3,15.8,27000,63500,2011
1704,GHAGGAR AT D/S SARDULGARH,10,23.4,5.6,7.5,1269,34.5,12.15,22000,60000,2011
1705,GHAGGAR AT U/S SARDULGARH,10,24.3,5.4,7.4,1194,22,8.3,10000,35000,2011
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,9",9,17.7,6.1,6.8,780,14.7,NAN,NAN,NAN,2011
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  9",9,17,6.1,6.8,773,14.7,NAN,NAN,NAN,2011
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (9),9,17.3,6,7,820,15.3,NAN,NAN,NAN,2011
1718,"GAGGAR RIVER WHEN ENTERING IN 11 FROM 9 NEAR RD NO. 629, 11",11,28,4.8,7.9,650,3.2,0.68,6,62,2011
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR",11,32,5,7.3,390,2.8,0.14,4,20,2011
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",12,21.4,8.3,7.6,334,1,0.49,9,16,2011
2624,MARKANDA U/S KALA AMB,12,22.3,8.2,7.7,316,1.2,0.48,11,20,2011
1884,KALA AMB D/S MARKANDA RIVER,9,18.3,3.1,7.8,1261,195.4,4.78,NAN,NAN,2011
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF 9,12,22.8,8.3,7.6,304,1.2,0.51,12,20,2011
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",12,21.8,5.5,7.6,743,7.6,1.02,81,166,2011
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, 11",11,26.9,5.1,7.8,657,1.7,0.26,6,23,2011
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, 11",11,27.3,5.3,7.8,623,1.7,NAN,NAN,NAN,2011
2869,BARAK RIVER AT SENAPATI ,20,19,8.7,7.1,252,4.9,NAN,NAN,10,2011
2875,"BARAK RIVER AT N.H. 53, TAMENGLONG DISTT., 20",20,26,5.1,7.2,17,1,NAN,NAN,10,2011
2868,CHAKPI AT CHAKPI KARONG ,20,19,10,7.4,157,0.6,NAN,NAN,5,2011
1424,"IMPHAL AT MAHABALI, 20",20,21.8,5.9,7,164,1.6,NAN,NAN,74,2011
1457,"IMPHAL AT KOIRENGEI, 20",20,22.3,6.1,7.3,141,1.4,NAN,NAN,63,2011
1627,"IMPHAL AT KIYAMGI, 20",20,22.3,5.6,7.1,427,1.4,NAN,NAN,175,2011
1628,IMPHAL AT MINUTHONG,20,22.3,4.7,7,527,1.9,NAN,NAN,42,2011
2861,"IMPHAL AT KANGLA MOAT, IMPHAL ",20,23,5.5,8.6,116,4.5,NAN,NAN,113,2011
2862,"IMPHAL AT SAMUROU, IMPHAL WEST",20,23,6.8,6.8,160,1.5,NAN,NAN,23,2011
2864,"IMPHAL AT SEKMAI, IMPHAL EAST",20,23,7,7.4,47,1,NAN,NAN,5,2011
2874,IRANG RIVER AT TAMENGLONG,20,23,7.3,7.8,116,1.2,NAN,NAN,10,2011
1458,"IRIL AT PORAMPET, 20",20,22,5.5,7.3,179,1.2,NAN,NAN,75,2011
1624,"IRIL AT LILONG, 20",20,22.3,4.7,7.4,220,1.6,NAN,NAN,140,2011
2863,"IRIL RIVER AT KANGLA SIPHAI, IMPHAL EAST, 20",20,27,4.9,7,180,1.2,NAN,NAN,10,2011
2873,IRIL RIVER AT LILONG (THOUBAL ),20,30,5.8,7.8,367,6.2,NAN,NAN,95,2011
1925,KHUGA RIVER (CHURACHANDPUR),20,23,5.8,7.4,249,1,NAN,NAN,37,2011
2877,"KHUGA DAM ON KHUGA RIVER, CHURACHANDPUR, 20",20,23,6.2,6.9,182,2.1,NAN,NAN,8,2011
1926,"KHUJAIROK, MOREH (CHANDEL DIST.)",20,22.7,5.5,7.7,356,1.2,NAN,NAN,202,2011
2878,"LOKCHAO RIVER AT BISHNUPUR, 20",20,23,5.1,6.9,190,2.3,NAN,NAN,33,2011
2867,"MAHA RIVER AT CHANDEL, 20",20,23.5,5.2,7.1,164,2.8,NAN,NAN,20,2011
2852,"20 RIVER AT SEKMAIJAN, DISTT. THOUBAL, 20",20,23,4.6,7,188,2.8,NAN,NAN,18,2011
2879,20 RIVER AT ETHAI BARRAGE ON 20 RIVER AT BISHNUPUR,20,23.5,5.6,6.6,165,1.9,NAN,NAN,23,2011
1625,NAMBUL RIVER AT HUMP BRIDGE,20,23,1.9,6.8,484,15.3,NAN,NAN,1075,2011
1626,"NAMBUL RIVER AT HEIRANGOITHONG, 20",20,23,2.5,7.1,424,16.7,NAN,NAN,682,2011
2858,"NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DISTT. IMPHAL WEST",20,22.5,5.5,6.9,118,2.8,NAN,NAN,10,2011
2859,"NAMBUL RIVER AT SINGDA DAM, IMPHAL WEST, 20",20,23,6,7,100,4.2,NAN,NAN,10,2011
2860,"NAMBUL RIVER AT NAOREMTHONG, IMPHAL WEST, 20",20,22.5,4.9,6.9,93,3.6,NAN,NAN,25,2011
2880,"NAMBUL RIVER AT  BISHNUPUR, 20",20,20,4.8,7,167.1,2.8,NAN,NAN,NAN,2011
1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",20,22.7,5.4,7.2,211,1.1,NAN,NAN,78,2011
2853,"THOUBAL RIVER AT MAPITHEL DAM, DISTT. THOUBAL, 20",20,26,6,7.5,231,1.1,NAN,NAN,10,2011
2854,"THOUBAL RIVER AT PHADOM, DISTT. THOUBAL, 20",20,19,5.6,7.1,319,4.4,NAN,NAN,15,2011
2856,"THOUBAL RIVER AT YAIRIPOK, DISTT. THOUBAL, 20",20,22.5,5.7,6.9,261,2.3,NAN,NAN,53,2011
2870,"THOUBAL RIVER AT SONGKHONG, (UKL DIST.)",20,18.9,9.9,7.1,163,1,NAN,NAN,35,2011
2872,THOUBAL RIVER AT LITAN (UKL DIST.),20,21,6.1,7.6,163,4.5,NAN,NAN,25,2011
2855,"WANGJING RIVER AT HEIROK, DISTT. THOUBAL, 20",20,22.5,5.1,6.9,170,2.5,NAN,NAN,10,2011
2876,"WANGJING RIVER AT WANGJING, DISTT. THOUBAL, 20",20,23,3.8,7,192,3,NAN,NAN,23,2011
1632,"GANOL RIVER TURA, 13",13,24.4,7.8,7.2,139,1.9,0.56,263,359,2011
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,13",13,21.8,6.5,3.1,489,6.1,0.52,32,47,2011
1631,"MYNTDU RIVER JOWAI, 13",13,20.8,7.3,7,162,2.2,0.69,2085,2633,2011
1633,SIMSANG RIVER WILLIAMNAGAR,13,25.2,7.8,7.1,136,1.9,0.52,303,409,2011
1427,UMTREW AT BYRNIHAT EAST,13,24,7.7,7.1,205,7,0.84,303,461,2011
2050,TLAWNG UPSTREAM AIZAWL,14,23.4,8.1,7.1,267,1,0.11,2,12,2011
2051,TLAWNG DOWNSTREAM AIZAWL,14,23.4,8,7,278,1.1,0.11,3,18,2011
2052,TUIRIAL UPPER CATCHMENT,14,23.2,6.9,7.2,268,1.1,0.11,6,37,2011
2053,TUIRIAL LOWER CATCHMENT,14,23.3,6.8,7.1,286,1.3,0.11,8,29,2011
1403,GUMTI AT U/S SOUTH 15,15,28.4,6.6,7.8,149,1.8,NAN,209,340,2011
1404,GUMTI AT D/S SOUTH 15,15,28.6,6.3,8,164,3.4,0.3,380,528,2011
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, 15",15,28.5,6.6,7.9,196,4.4,0.8,425,648,2011
2459,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ",16,29.9,5.6,7.5,15608,25,18.73,5,5,2010
2460,DAMANGANGA AT DISCHARG POINT DISTILLARY,16,29.9,3.7,7.5,39503,13.5,25.71,NAN,NAN,2010
2461,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",16,29.8,4.7,7.6,46170,21.5,19.69,NAN,NAN,2010
2462,"DAMANGANGA AT VAPI WEIR, VAPI",16,30.2,5.8,7.8,378,NAN,2.61,NAN,NAN,2010
2463,"DAMANGANGA AT LAVACHA TEMPLE, DADRA",16,29.7,6.6,7.7,489,NAN,2.66,350,350,2010
2464,"DAMANGANGA at D/s of M/s Surat Beverages, Dadra",16,30.1,6.6,7.4,492,NAN,3.6,NAN,NAN,2010
2465,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",16,30.3,6.2,7.8,359,NAN,3.67,4,NAN,2010
2466,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",16,29.8,5.8,7.7,8757,NAN,10.45,4,4,2010
1860,BALEHWAR KHADI AT N.H. NO. 8,17,26,5.1,8.1,533,3.7,0.45,3900,7500,2010
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,17,27,7.1,8,555,2,0.35,7500,15000,2010
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,17,27,6.8,8.2,26600,3.1,0.62,9000,23000,2010
1865,RIVER DHADAR AT KOTHADA,17,29.3,8.1,7.6,938,8.6,0.4,22,108,2010
1148,"AMBIKA AT BILIMORA, ",17,28.4,6.2,7.8,7778,2.7,0.26,2880,6581,2010
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,",17,32,NAN,7.2,1440,46,0.2,80,330,2010
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",17,28.3,3.2,7.7,885,6.3,0.51,3900,9575,2010
